id	gene	flag	first_pos	second_pos	length	quality	essentiel
ECK1029-JW1026	csgC	147	1100729	1100370	-409	50M	False
ECK1030-JW1031	ymdA	147	1101161	1100831	-380	50M	False
ECK1031-JW1032	ymdB	147	1101789	1101229	-610	50M	False
ECK1032-JW5150	ymdC	147	1103212	1101764	-1498	50M	False
ECK1033-JW1034	mdoC	147	1104395	1103211	-1234	50M	False
ECK1034-JW1035	mdoG	147	1106306	1104744	-1612	50M	False
ECK1035-JW1037	mdoH	147	1108842	1106272	-2620	50M	False
ECK1036-JW5151	yceK	147	1109242	1109012	-280	50M	False
ECK1037-JW1039	msyB	147	1109635	1109234	-451	50M	False
ECK1038-JW1040	mdtG	147	1110944	1109691	-1303	50M	False
ECK1039-JW1041	lpxL	147	1112036	1111089	-997	50M	False
ECK1040-JW1042	yceA	147	1113295	1112216	-1129	50M	False
ECK1041-JW1043	yceI	147	1113930	1113328	-652	50M	False
ECK1042-JW1044	yceJ	147	1114500	1113907	-643	50M	False
ECK1043-JW1045	yceO	147	1114901	1114734	-217	50M	False
ECK1044-JW1046	solA	147	1116040	1114895	-1195	50M	False
ECK1045-JW5152	yceP	147	1116412	1116128	-334	50M	False
ECK1046-JW1048	dinI	147	1116941	1116669	-322	50M	False
ECK1047-JW1049	pyrC	147	1118061	1116988	-1123	50M	False
ECK1048-JW1050	yceB	147	1118727	1118140	-637	50M	False
ECK1049-JW1051	grxB	147	1119508	1118834	-724	50M	False
ECK1050-JW1052	mdtH	147	1120780	1119545	-1285	50M	False
ECK1051-JW1053	rimJ	147	1121582	1120971	-661	50M	False
ECK1052-JW1054	yceH	147	1122240	1121566	-724	50M	False
ECK1053-JW1055	mviM	147	1123165	1122215	-1000	50M	False
ECK1054-JW1056	mviN	147	1124810	1123248	-1612	50M	True
ECK1055-JW1057	flgN	147	1125284	1124841	-493	50M	False
ECK1056-JW1058	flgM	147	1125582	1125265	-367	50M	False
ECK1057-JW1059	flgA	147	1126317	1125631	-736	50M	False
ECK1058-JW1060	flgB	147	1126870	1126427	-493	50M	False
ECK1059-JW1061	flgC	147	1127278	1126847	-481	50M	False
ECK1060-JW1062	flgD	147	1127985	1127263	-772	50M	False
ECK1061-JW1063	flgE	147	1129218	1127983	-1285	50M	False
ECK1062-JW1064	flgF	147	1129993	1129211	-832	50M	False
ECK1063-JW1065	flgG	147	1130947	1130138	-859	50M	False
ECK1064-JW5153	flgH	147	1131698	1130964	-784	50M	False
ECK1065-JW1067	flgI	147	1132807	1131683	-1174	50M	False
ECK1066-JW1068	flgJ	147	1133748	1132780	-1018	50M	False
ECK1067-JW1069	flgK	147	1135457	1133787	-1720	50M	False
ECK1068-JW1070	flgL	147	1136422	1135442	-1030	50M	False
ECK1069-JW1071	rne	147	1139821	1136609	-3262	50M	True
ECK1070-JW5154	yceQ	147	1140258	1139911	-397	50M	True
ECK1071-JW1072	rluC	147	1141335	1140349	-1036	50M	False
ECK1072-JW5155	yceF	147	1142088	1141438	-700	50M	False
ECK1074-JW1074	yceD	147	1142751	1142203	-598	50M	False
ECK1075-JW1075	rpmF	147	1142976	1142776	-250	50M	False
ECK1076-JW5156	plsX	147	1144127	1143030	-1147	50M	False
ECK1077-JW1077	fabH	147	1145148	1144168	-1030	50M	False
ECK1078-JW1078	fabD	147	1146093	1145137	-1006	50M	True
ECK1079-JW1079	fabG	147	1146840	1146079	-811	50M	True
ECK1080-JW1080	acpP	147	1147287	1147024	-313	50M	True
ECK1081-JW1081	fabF	147	1148616	1147348	-1318	50M	False
ECK1082-JW1082	pabC	147	1149545	1148709	-886	50M	False
ECK1083-JW1083	yceG	147	1150570	1149521	-1099	50M	False
ECK1084-JW1084	tmk	147	1151201	1150533	-718	50M	True
ECK1085-JW1085	holB	147	1152202	1151171	-1081	50M	True
ECK1086-JW1086	ycfH	147	1153010	1152186	-874	50M	False
ECK1087-JW1087	ptsG	147	1154738	1153278	-1510	50M	False
ECK1088-JW1088	fhuE	147	1157005	1154789	-2266	50M	False
ECK1089-JW1089	hinT	147	1157680	1157294	-436	50M	False
ECK1090-JW1090	ycfL	147	1158060	1157656	-454	50M	False
ECK1091-JW5157	ycfM	147	1158715	1158044	-721	50M	False
ECK1092-JW1092	ycfN	147	1159520	1158669	-901	50M	False
ECK1093-JW1093	nagZ	147	1160556	1159504	-1102	50M	False
ECK1094-JW5158	ycfP	147	1161121	1160495	-676	50M	False
ECK1095-JW1095	ndh	147	1162825	1161494	-1381	50M	False
ECK1096-JW1096	ycfJ	147	1163574	1163008	-616	50M	False
ECK1097-JW5159	ycfQ	147	1164364	1163627	-787	50M	False
ECK1098-JW1098	ycfR	147	1164766	1164482	-334	50M	False
ECK1099-JW5820	ycfS	147	1165828	1164839	-1039	50M	False
ECK1100-JW1100	mfd	147	1169418	1165945	-3523	50M	False
ECK1101-JW1101	ycfT	147	1170619	1169519	-1150	50M	False
ECK1102-JW5161	lolC	147	1172062	1170836	-1276	50M	True
ECK1103-JW5162	lolD	147	1172756	1172028	-778	50M	True
ECK1104-JW1104	lolE	147	1174000	1172729	-1321	50M	True
ECK1105-JW1105	ycfX	147	1174940	1174002	-988	50M	False
ECK1106-JW1106	cobB	147	1175795	1174929	-916	50M	False
none-JW5163	none	147	1175918	1175763	-205	50M	False
ECK1107-JW1107	ycfZ	147	1176721	1175906	-865	50M	False
ECK1108-JW5164	ymfA	147	1177188	1176691	-547	50M	False
ECK1109-JW1109	potD	147	1178283	1177210	-1123	50M	False
ECK1110-JW1110	potC	147	1179074	1178253	-871	50M	False
ECK1111-JW1111	potB	147	1179898	1179044	-904	50M	False
ECK1112-JW1112	potA	147	1181048	1179885	-1213	50M	False
ECK1113-JW1113	pepT	147	1182506	1181253	-1303	50M	False
ECK1114-JW1114	ycfD	147	1183694	1182546	-1198	50M	False
ECK1115-JW1115	phoQ	147	1185230	1183743	-1537	50M	False
ECK1116-JW1116	phoP	147	1185901	1185203	-748	50M	False
ECK1117-JW1117	purB	147	1187440	1186043	-1447	50M	True
ECK1118-JW5165	hflD	147	1188085	1187417	-718	50M	False
ECK1119-JW1119	trmU	147	1189227	1188094	-1183	50M	False
ECK1120-JW1120	ymfB	147	1189742	1189254	-538	50M	False
ECK1121-JW1121	ymfC	147	1190405	1189725	-730	50M	False
ECK1122-JW1122	icd	147	1191809	1190532	-1327	50M	False
ECK1123-JW1123	ymfD	147	1192986	1192294	-742	50M	False
ECK1124-JW5166	ymfE	147	1193700	1192960	-790	50M	False
none-JW5167	none	147	1194073	1193936	-187	50M	False
ECK1125-JW1125	lit	147	1195024	1194104	-970	50M	False
ECK1126-JW1126	intE	147	1196260	1195106	-1204	50M	False
ECK1127-JW1127	ymfG	147	1196486	1196214	-322	50M	False
ECK1128-JW1128	ymfH	147	1196834	1196496	-388	50M	False
ECK1129-JW5168	ymfI	147	1197274	1196861	-463	50M	False
ECK1130-JW1130	ymfJ	147	1197538	1197203	-385	50M	False
ECK1131-JW1131	ymfK	147	1198387	1197686	-751	50M	True
ECK1132-JW5169	ymfT	147	1198660	1198433	-277	50M	False
ECK1133-JW1133	ymfL	147	1199261	1198665	-646	50M	False
ECK1134-JW1134	ymfM	147	1199596	1199231	-415	50M	False
ECK1135-JW1135	ymfN	147	1200973	1199579	-1444	50M	False
ECK1136-JW1136	ymfR	147	1201167	1200958	-259	50M	False
ECK1137-JW1137	ymfO	147	1201640	1201140	-550	50M	False
ECK1138-JW5170	ymfP	147	1202358	1201501	-907	50M	False
ECK1139-JW1139	ymfQ	147	1202933	1202322	-661	50M	False
ECK1140-JW1140	ycfK	147	1203566	1202910	-706	50M	False
ECK1141-JW5171	ymfS	147	1203981	1203541	-490	50M	False
ECK1142-JW1142	tfaE	147	1204573	1203944	-679	50M	False
ECK1143-JW5172	stfE	147	1205112	1204546	-616	50M	False
ECK1144-JW1144	pin	147	1205675	1205094	-631	50M	False
ECK1145-JW1145	mcrA	147	1206615	1205755	-910	50M	False
ECK1146-JW5173	icdC	147	1207013	1206822	-241	50M	False
ECK1147-JW1147	elbA	147	1207457	1207107	-400	50M	False
ECK1148-JW1148	ycgX	147	1208561	1208130	-481	50M	False
ECK1149-JW1149	ycgE	147	1209513	1208755	-808	50M	False
ECK1150-JW1150	ycgF	147	1210929	1209691	-1288	50M	False
ECK1151-JW1151	ycgZ	147	1211461	1211198	-313	50M	False
ECK1152-JW1152	ymgA	147	1211776	1211477	-349	50M	False
ECK1153-JW1153	ymgB	147	1212071	1211778	-343	50M	False
ECK1154-JW1154	ymgC	147	1212432	1212157	-325	50M	False
ECK1155-JW5174	ycgG	147	1214287	1212695	-1642	50M	False
ECK1156-JW1156	ymgF	147	1214637	1214392	-295	50M	False
ECK1157-JW5901	ycgH	147	1216557	1215010	-1597	50M	False
ECK1157-JW5176	ycgH	147	1217657	1216597	-1110	50M	False
ECK1158-JW5177	ymgD	147	1218094	1217732	-412	50M	False
ECK1159-JW5178	ymgG	147	1218442	1218071	-421	50M	False
ECK1160-JW5179	ymgH	147	1219122	1218907	-265	50M	False
ECK1161-JW1162	ycgI	147	1219343	1219104	-289	50M	False
ECK1162-JW1163	minE	147	1219999	1219706	-343	50M	True
ECK1163-JW1164	minD	147	1220815	1219976	-889	50M	True
ECK1164-JW1165	minC	147	1221534	1220812	-772	50M	False
ECK1165-JW1166	ycgJ	147	1222404	1222009	-445	50M	False
ECK1166-JW1167	ycgK	147	1222926	1222498	-478	50M	False
ECK1167-JW1168	ycgL	147	1223443	1223090	-403	50M	False
ECK1168-JW1169	ycgM	147	1224174	1223488	-736	50M	False
ECK1169-JW5180	ycgN	147	1224712	1224209	-553	50M	False
ECK1170-JW5181	hlyE	147	1225854	1224910	-994	50M	False
ECK1171-JW1172	umuD	147	1226622	1226176	-496	50M	False
ECK1172-JW1173	umuC	147	1227890	1226595	-1345	50M	False
ECK1173-JW5182	dsbB	147	1228484	1227927	-607	50M	False
ECK1174-JW1175	nhaB	147	1230171	1228603	-1618	50M	False
ECK1175-JW1176	fadR	147	1231093	1230347	-796	50M	False
ECK1176-JW1177	ycgB	147	1232695	1231136	-1609	50M	False
ECK1177-JW1178	dadA	147	1234305	1232980	-1375	50M	False
ECK1178-JW1179	dadX	147	1235385	1234288	-1147	50M	False
none-JW5183	none	147	1235637	1235461	-226	50M	False
ECK1179-JW5184	cvrA	147	1237525	1235762	-1813	50M	False
ECK1180-JW1181	ldcA	147	1238534	1237593	-991	50M	False
ECK1181-JW5821	emtA	147	1239227	1238475	-802	50M	False
ECK1182-JW1183	ycgR	147	1239981	1239220	-811	50M	False
ECK1183-JW1184	ymgE	147	1240418	1240137	-331	50M	False
ECK1184-JW1185	ycgY	147	1241036	1240569	-517	50M	False
ECK1185-JW1186	treA	147	1242830	1241106	-1774	50M	False
ECK1186-JW5185	dhaH	147	1244568	1243123	-1495	50M	False
ECK1187-JW5186	dhaL	147	1245286	1244552	-784	50M	False
ECK1188-JW5187	dhaK	147	1246322	1245195	-1177	50M	False
ECK1189-JW5188	dhaR	147	1248421	1246475	-1996	50M	False
ECK1190-JW1193	ycgV	147	1251406	1248512	-2944	50M	False
ECK1191-JW1194	ychF	147	1253266	1252148	-1168	50M	False
ECK1192-JW1195	pth	147	1253967	1253356	-661	50M	True
ECK1193-JW1196	ychH	147	1254505	1254200	-355	50M	False
ECK1194-JW5189	ychM	147	1255903	1254551	-1402	50M	False
ECK1195-JW1198	prsA	147	1257329	1256355	-1024	50M	True
ECK1196-JW1199	ispE	147	1258331	1257453	-928	50M	True
ECK1197-JW1200	lolB	147	1258954	1258304	-700	50M	True
ECK1198-JW1201	hemA	147	1260406	1259123	-1333	50M	True
ECK1199-JW1202	prfA	147	1261530	1260421	-1159	50M	True
ECK1200-JW1203	prmC	147	1262363	1261503	-910	50M	True
ECK1201-JW1204	ychQ	147	1262752	1262333	-469	50M	False
ECK1202-JW1205	ychA	147	1263565	1262729	-886	50M	False
ECK1203-JW1206	kdsA	147	1264455	1263574	-931	50M	True
ECK1210-JW1207	chaA	147	1267303	1266176	-1177	50M	False
ECK1211-JW1208	chaB	147	1267785	1267528	-307	50M	False
ECK1212-JW1209	chaC	147	1268638	1267895	-793	50M	False
ECK1213-JW1210	ychN	147	1269053	1268673	-430	50M	False
ECK1214-JW1211	ychP	147	1270614	1269334	-1330	50M	False
ECK1215-JW1212	narL	147	1271283	1270606	-727	50M	False
ECK1216-JW1213	narX	147	1273072	1271249	-1873	50M	False
none-JW5190	none	147	1273298	1273053	-295	50M	True
ECK1217-JW1214	narK	147	1274784	1273366	-1468	50M	False
ECK1218-JW1215	narG	145	1279043	1275273	-3820	50M	False
ECK1219-JW1216	narH	147	1280578	1279013	-1615	50M	False
ECK1220-JW1217	narJ	147	1281285	1280548	-787	50M	False
ECK1221-JW1218	narI	147	1281962	1281258	-754	50M	False
none-JW5191	none	147	1282673	1282293	-430	50M	False
ECK1224-JW1219	tpr	147	1282642	1282514	-178	50M	False
ECK1227-JW1220	purU	147	1284078	1283209	-919	50M	False
ECK1228-JW1221	ychJ	147	1284586	1284101	-535	50M	False
ECK1229-JW1222	rssA	147	1285586	1284615	-1021	50M	False
ECK1230-JW1223	rssB	147	1286691	1285651	-1090	50M	False
ECK1231-JW1224	galU	147	1287801	1286866	-985	50M	False
ECK1232-JW1225	hns	147	1288376	1287936	-490	50M	False
ECK1233-JW1226	tdk	147	1289580	1288936	-694	50M	False
ECK1235-JW1228	adhE	147	1293575	1290873	-2752	50M	False
ECK1236-JW1229	ychE	147	1294681	1294007	-724	50M	False
none-JW5193	none	145	1295018	1645690	350624	50M	True
ECK1237-JW1235	oppA	147	1297050	1295392	-1708	50M	False
ECK1238-JW1236	oppB	147	1298056	1297109	-997	50M	False
ECK1239-JW1237	oppC	147	1298979	1298044	-985	50M	False
ECK1240-JW1238	oppD	147	1300004	1298964	-1090	50M	False
ECK1241-JW1239	oppF	147	1301005	1299974	-1081	50M	False
ECK1242-JW1240	yciU	147	1301405	1301049	-406	50M	False
ECK1243-JW1241	cls	147	1302900	1301413	-1537	50M	False
none-JW5194	none	147	1303198	1302965	-283	50M	False
ECK1244-JW1242	kch	147	1304524	1303244	-1330	50M	False
ECK1245-JW1243	yciI	147	1305120	1304797	-373	50M	False
ECK1246-JW5195	tonB	147	1306045	1305299	-796	50M	False
ECK1247-JW1245	yciA	147	1306501	1306076	-475	50M	False
ECK1248-JW1246	yciB	147	1307145	1306579	-616	50M	False
ECK1249-JW1247	yciC	147	1307918	1307148	-820	50M	False
ECK1250-JW1248	ompW	147	1308895	1308230	-715	50M	False
ECK1251-JW1249	yciE	147	1309479	1308946	-583	50M	False
ECK1252-JW1250	yciF	147	1310025	1309498	-577	50M	False
ECK1253-JW1251	yciG	147	1310290	1310084	-256	50M	False
ECK1254-JW1252	trpA	147	1311477	1310644	-883	50M	False
ECK1255-JW1253	trpB	147	1312670	1311450	-1270	50M	False
ECK1256-JW1254	trpC	147	1314040	1312655	-1435	50M	False
ECK1257-JW1255	trpD	147	1315639	1314017	-1672	50M	False
ECK1258-JW1256	trpE	147	1317201	1315612	-1639	50M	False
ECK1259-JW1257	trpL	147	1317337	1317266	-121	50M	False
ECK1260-JW1258	yciV	147	1318338	1317430	-958	50M	False
ECK1261-JW5196	yciO	147	1318955	1318308	-697	50M	False
ECK1262-JW5197	yciQ	147	1320878	1319100	-1828	50M	False
ECK1263-JW1261	rluB	147	1321964	1321062	-952	50M	False
ECK1264-JW1262	btuR	147	1322612	1321995	-667	50M	False
ECK1265-JW1263	yciK	147	1323367	1322582	-835	50M	False
ECK1266-JW1264	sohB	147	1324618	1323542	-1126	50M	False
ECK1267-JW1265	yciN	147	1324923	1324645	-328	50M	False
ECK1268-JW1266	topA	147	1327882	1325258	-2674	50M	True
ECK1269-JW1267	cysB	147	1329066	1328065	-1051	50M	False
ECK1270-JW5198	yciX	147	1329525	1329370	-205	50M	False
ECK1270-JW5199	yciX	147	1329695	1329480	-265	50M	False
ECK1271-JW1268	acnA	147	1332743	1330041	-2752	50M	False
ECK1272-JW1269	ribA	147	1333415	1332798	-667	50M	True
ECK1273-JW1270	pgpB	147	1334331	1333540	-841	50M	False
ECK1274-JW1271	yciS	147	1334788	1334453	-385	50M	False
ECK1275-JW1272	yciM	147	1335964	1334768	-1246	50M	False
ECK1276-JW1273	pyrF	147	1336895	1336131	-814	50M	False
ECK1277-JW1274	yciH	147	1337221	1336868	-403	50M	False
ECK1278-JW1275	osmB	147	1337583	1337338	-295	50M	False
ECK1279-JW1276	yciT	147	1338601	1337825	-826	50M	False
ECK1280-JW1278	gmr	147	1340997	1338985	-2062	50M	False
ECK1281-JW1279	rnb	147	1343167	1341206	-2011	50M	False
ECK1282-JW5200	yciW	147	1344440	1343208	-1282	50M	False
ECK1283-JW1281	fabI	147	1345294	1344479	-865	50M	True
ECK1284-JW1282	ycjD	147	1346015	1345635	-430	50M	False
ECK1285-JW1283	sapF	147	1346889	1346056	-883	50M	False
ECK1286-JW1284	sapD	147	1347883	1346864	-1069	50M	False
ECK1287-JW1285	sapC	147	1348773	1347856	-967	50M	False
ECK1288-JW1286	sapB	147	1349725	1348733	-1042	50M	False
ECK1289-JW1287	sapA	147	1351365	1349695	-1720	50M	False
ECK1290-JW1288	ymjA	147	1351923	1351651	-322	50M	False
ECK1291-JW1289	puuP	147	1353442	1352030	-1462	50M	False
ECK1292-JW5201	puuA	147	1355163	1353718	-1495	50M	False
ECK1293-JW1291	puuD	147	1356121	1355330	-841	50M	False
ECK1294-JW1292	puuR	147	1356705	1356121	-634	50M	False
ECK1295-JW1293	puuC	147	1358467	1356953	-1564	50M	False
ECK1296-JW1294	puuB	147	1359749	1358442	-1357	50M	False
ECK1297-JW1295	puuE	147	1361052	1359760	-1342	50M	False
ECK1298-JW1296	pspF	147	1362167	1361163	-1054	50M	False
ECK1299-JW1297	pspA	147	1362984	1362289	-745	50M	False
ECK1300-JW1298	pspB	147	1363262	1363011	-301	50M	False
ECK1301-JW1299	pspC	147	1363621	1363235	-436	50M	False
ECK1302-JW1300	pspD	147	1363851	1363603	-298	50M	False
ECK1303-JW1301	pspE	147	1364240	1363899	-391	50M	False
ECK1304-JW1302	ycjM	147	1366132	1364426	-1756	50M	False
ECK1305-JW1303	ycjN	147	1367438	1366119	-1369	50M	False
ECK1306-JW1304	ycjO	147	1368340	1367432	-958	50M	False
ECK1307-JW1305	ycjP	147	1369169	1368300	-919	50M	False
ECK1308-JW1306	ycjQ	147	1370252	1369173	-1129	50M	False
ECK1309-JW5202	ycjR	147	1371059	1370235	-874	50M	False
ECK1310-JW1308	ycjS	147	1372124	1371042	-1132	50M	False
ECK1311-JW1309	ycjT	147	1374388	1372094	-2344	50M	False
ECK1312-JW1310	ycjU	147	1375044	1374358	-736	50M	False
ECK1313-JW1311	ycjV	147	1376026	1375031	-1045	50M	False
ECK1314-JW5203	ymjB	147	1376139	1375999	-190	50M	False
ECK1315-JW1312	ompG	147	1377089	1376157	-982	50M	False
ECK1316-JW1313	ycjW	147	1378216	1377191	-1075	50M	False
ECK1317-JW1314	ycjX	147	1379751	1378327	-1474	50M	False
ECK1318-JW1315	ycjF	147	1380809	1379721	-1138	50M	False
ECK1319-JW1316	tyrR	147	1382498	1380930	-1618	50M	False
ECK1320-JW1317	tpx	147	1383066	1382533	-583	50M	False
ECK1321-JW1318	ycjG	147	1384132	1383140	-1042	50M	False
ECK1322-JW1319	mpaA	147	1384913	1384098	-865	50M	False
ECK1323-JW5960	ymjC	147	1385117	1384908	-259	50M	False
ECK1324-JW5804	ycjY	147	1386120	1385161	-1009	50M	False
ECK1325-JW1321	ycjZ	147	1387127	1386201	-976	50M	False
ECK1326-JW1322	mppA	147	1389077	1387437	-1690	50M	False
ECK1327-JW1323	ynaI	147	1390177	1389119	-1108	50M	False
ECK1328-JW1326	ynaJ	147	1391859	1391575	-334	50M	False
ECK1329-JW1327	uspE	147	1392877	1391900	-1027	50M	False
ECK1330-JW1328	fnr	147	1393781	1393002	-829	50M	False
ECK1331-JW1329	ogt	147	1394491	1393949	-592	50M	False
ECK1332-JW5822	abgT	147	1396034	1394475	-1609	50M	False
ECK1333-JW1331	abgB	147	1397510	1396038	-1522	50M	False
ECK1334-JW5205	abgA	147	1398835	1397483	-1402	50M	False
ECK1335-JW1333	abgR	147	1399886	1398951	-985	50M	False
ECK1337-JW1334	ydaL	147	1400779	1400189	-640	50M	False
ECK1338-JW5206	ydaM	147	1402110	1400791	-1369	50M	False
ECK1339-JW1336	ydaN	147	1403270	1402260	-1060	50M	False
ECK1340-JW1337	dbpA	147	1405121	1403721	-1450	50M	False
ECK1341-JW1338	ydaO	147	1406203	1405241	-1012	50M	False
ECK1342-JW1339	intR	147	1407490	1406228	-1312	50M	False
ECK1343-JW5207	ydaQ	147	1407731	1407465	-316	50M	False
ECK1344-JW1341	ydaC	147	1407995	1407759	-286	50M	False
ECK1345-JW5208	lar	147	1408182	1407961	-271	50M	False
ECK1346-JW1343	recT	147	1409048	1408212	-886	50M	False
ECK1347-JW1344	recE	147	1411641	1409014	-2677	50M	False
ECK1348-JW1345	racC	147	1412018	1411716	-352	50M	False
ECK1349-JW1346	ydaE	147	1412263	1412066	-247	50M	False
ECK1350-JW1347	kil	147	1412484	1412236	-298	50M	False
ECK1351-JW5209	sieB	147	1413396	1412881	-565	50M	False
ECK1352-JW1349	ydaF	147	1413566	1413384	-232	50M	False
ECK1353-JW5210	ydaG	147	1413756	1413550	-256	50M	False
ECK1354-JW1351	racR	147	1414496	1413993	-553	50M	True
ECK1355-JW1352	ydaS	147	1414898	1414575	-373	50M	False
ECK1356-JW1353	ydaT	147	1415343	1414894	-499	50M	False
ECK1357-JW1354	ydaU	147	1416213	1415329	-934	50M	False
ECK1358-JW1355	ydaV	147	1416966	1416193	-823	50M	False
ECK1359-JW5211	ydaW	147	1417549	1416911	-688	50M	False
ECK1360-JW5212	rzpR	147	1417881	1417549	-382	50M	False
ECK1361-JW5213	rzoR	147	1417881	1417549	-382	50M	False
ECK1362-JW1358	trkG	147	1419476	1417992	-1534	50M	False
ECK1363-JW1359	ynaK	147	1419877	1419587	-340	50M	False
ECK1364-JW1360	ydaY	147	1420217	1419831	-436	50M	False
ECK1365-JW1361	ynaA	147	1421719	1420664	-1105	50M	False
ECK1366-JW5904	lomR	147	1423221	1422733	-538	50M	False
ECK1367-JW1366	stfR	147	1426648	1423259	-3439	50M	False
ECK1368-JW1367	tfaR	163	1628538	1629140	652	50M	False
ECK1369-JW1368	pinR	147	1427929	1427312	-667	50M	False
ECK1370-JW1369	ynaE	147	1428512	1428219	-343	50M	False
ECK1371-JW1370	uspF	147	1429874	1429413	-511	50M	False
ECK1372-JW1371	ompN	147	1431148	1429988	-1210	50M	False
ECK1374-JW1372	ydbK	145	1435039	1431488	-3601	50M	False
ECK1375-JW5215	ydbJ	147	1435561	1435379	-232	50M	False
ECK1376-JW1374	hslJ	147	1435998	1435549	-499	50M	False
ECK1377-JW1375	ldhA	147	1437098	1436082	-1066	50M	False
ECK1378-JW1376	ydbH	147	1439927	1437261	-2716	50M	False
ECK1379-JW1377	ynbE	147	1440109	1439897	-262	50M	False
ECK1380-JW5216	ydbL	147	1440443	1440090	-403	50M	False
ECK1381-JW1379	feaR	147	1441538	1440606	-982	50M	False
ECK1382-JW1380	feaB	147	1443255	1441729	-1576	50M	False
ECK1383-JW1381	tynA	147	1445604	1443304	-2350	50M	False
ECK1384-JW1382	maoC	147	1447897	1445825	-2122	50M	False
ECK1385-JW1383	paaA	147	1449093	1448137	-1006	50M	False
ECK1386-JW1384	paaB	147	1449392	1449078	-364	50M	False
ECK1387-JW1385	paaC	147	1450147	1449374	-823	50M	False
ECK1388-JW5217	paaD	147	1450659	1450129	-580	50M	False
ECK1389-JW1387	paaE	147	1451737	1450640	-1147	50M	False
ECK1390-JW1388	paaF	147	1452501	1451707	-844	50M	False
ECK1391-JW1389	paaG	147	1453289	1452474	-865	50M	False
ECK1392-JW1390	paaH	147	1454718	1453264	-1504	50M	False
ECK1393-JW1391	paaI	147	1455130	1454681	-499	50M	False
ECK1394-JW1392	paaJ	147	1456335	1455103	-1282	50M	False
ECK1395-JW5218	paaK	147	1457675	1456335	-1390	50M	False
ECK1396-JW1394	paaX	147	1458726	1457749	-1027	50M	False
ECK1397-JW1395	paaY	147	1459298	1458681	-667	50M	False
ECK1398-JW5802	ydbA	147	1462187	1459602	-2635	50M	False
ECK1398-JW1402	ydbA	147	1468250	1464900	-3400	50M	False
ECK1399-JW1403	ydbC	147	1469318	1468431	-937	50M	False
ECK1400-JW5221	ydbD	147	1471687	1469348	-2389	50M	False
ECK1401-JW1405	ynbA	147	1472463	1471831	-682	50M	False
ECK1402-JW1406	ynbB	147	1473359	1472436	-973	50M	False
ECK1403-JW1407	ynbC	147	1475132	1473348	-1834	50M	False
ECK1404-JW1408	ynbD	147	1476438	1475119	-1369	50M	False
ECK1405-JW1409	azoR	147	1477115	1476483	-682	50M	False
ECK1406-JW5905	hrpA	145	1481200	1477328	-3922	50M	False
ECK1407-JW1411	ydcF	147	1482272	1481445	-877	50M	False
ECK1408-JW1412	aldA	147	1483908	1482442	-1516	50M	False
ECK1409-JW1413	gapC	147	1484219	1483941	-328	50M	False
ECK1409-JW5906	gapC	147	1484620	1484189	-481	50M	False
ECK1410-JW5224	cybB	147	1485669	1485076	-643	50M	False
ECK1411-JW1416	ydcA	147	1486087	1485887	-250	50M	False
ECK1412-JW5225	hokB	147	1486326	1486150	-226	50M	False
ECK1415-JW1417	trg	147	1488347	1486680	-1717	50M	False
ECK1416-JW5226	ydcI	147	1489467	1488376	-1141	50M	False
ECK1417-JW1419	ydcJ	147	1490868	1489498	-1420	50M	False
ECK1418-JW1420	mdoD	147	1492748	1491096	-1702	50M	False
ECK1419-JW5823	ydcH	147	1493112	1492918	-244	50M	False
ECK1420-JW1423	rimL	147	1493714	1493148	-616	50M	False
ECK1421-JW1424	ydcK	147	1494704	1493697	-1057	50M	False
ECK1422-JW1425	tehA	147	1495802	1494783	-1069	50M	False
ECK1423-JW1426	tehB	147	1496392	1495772	-670	50M	False
ECK1424-JW1427	ydcL	147	1497362	1496667	-745	50M	False
ECK1425-JW5227	yncK	147	1497565	1497371	-244	50M	False
ECK1425-JW5961	yncK	147	1497904	1497590	-364	50M	False
ECK1426-JW5228	ydcM	147	1499102	1497927	-1225	50M	False
ECK1427-JW5229	ydcO	147	1500458	1499133	-1375	50M	False
ECK1428-JW1430	ydcN	147	1500945	1500382	-613	50M	False
ECK1429-JW1431	ydcP	147	1502979	1500991	-2038	50M	False
ECK1430-JW1432	yncJ	147	1503319	1503062	-307	50M	False
ECK1431-JW5230	yncN	147	1503699	1503496	-253	50M	False
ECK1432-JW1433	ydcQ	147	1504161	1503697	-514	50M	False
ECK1433-JW1434	ydcR	147	1505646	1504213	-1483	50M	False
ECK1434-JW1435	ydcS	147	1507036	1505864	-1222	50M	False
ECK1435-JW1436	ydcT	147	1508067	1507027	-1090	50M	False
ECK1436-JW1437	ydcU	147	1509009	1508041	-1018	50M	False
ECK1437-JW1438	ydcV	147	1509793	1508972	-871	50M	False
ECK1438-JW1439	ydcW	147	1511239	1509788	-1501	50M	False
none-JW5231	none	147	1511467	1511243	-274	50M	False
ECK1439-JW5232	ydcX	147	1511799	1511524	-325	50M	False
ECK1440-JW1441	ydcY	147	1512118	1511858	-310	50M	False
ECK1441-JW1442	ydcZ	147	1512586	1512110	-526	50M	False
ECK1442-JW5233	yncA	147	1513101	1512556	-595	50M	False
ECK1443-JW5907	yncB	147	1514301	1513213	-1138	50M	False
ECK1444-JW1445	yncC	147	1515164	1514472	-742	50M	False
ECK1445-JW1446	yncD	147	1517320	1515191	-2179	50M	False
ECK1446-JW1447	yncE	147	1518605	1517517	-1138	50M	False
